0.579,0,28.95,2042.31,40,1,32.31
0.530150144,0,29.15709131,1940.622493,33.42082423,2,32.33731275
0.39017293,0,29.40956906,2780.781946,36.72077478,3,32.37060206
0.440601947,0,29.26559553,1857.177522,24.53308251,4,32.35162196
0.464858927,0,29.23652009,1393.774895,18.417954,5,32.34780027
0.44594243,0,32.01428132,1115.358026,14.73905895,6,32.72810024
0.434341425,0,37.5003728,929.1929775,12.28059484,7,33.48410398
0.435311736,0,41.72788724,795.7895929,10.52022903,8,34.0686487
0.438735605,0,45.16977499,892.6288089,12.58560226,9,34.54637694
0.447369148,0,47.73323736,1030.489733,15.69393127,10,34.90136774
0.446849066,0,49.75136823,1175.295706,18.21950478,11,35.18074537
0.448839582,0,51.43197257,1283.485415,20.27668455,12,35.41340582
0.490029774,0,52.98643874,1199.970105,22.01414382,13,35.6296764
0.477036587,0,54.40283268,1290.461594,22.9280657,14,35.82736309
0.457844403,0,54.69404216,1193.714143,21.20438178,15,35.87171814
0.441719439,0,55.72991988,1109.463256,19.70447209,16,36.01544955
0.428749444,0,56.62663047,1035.423093,18.38655067,17,36.13977751
0.4231881,0,57.34478486,1117.352786,19.3447305,18,36.23883867
0.420966487,0,57.93586874,1211.398944,20.59815605,19,36.32001593
0.418288729,0,58.49285156,1267.779528,21.34589744,20,36.39671162
0.408566731,0,59.05417981,1197.254508,20.1563772,21,36.47443094
0.40070759,0,59.56546842,1133.131326,19.07500944,22,36.54522892
0.393920654,0,60.05258873,1074.551399,18.08720236,23,36.6128245
0.387514195,0,60.41566973,1020.808867,17.18090453,24,36.66266388
0.382871674,0,60.75812301,971.2897767,16.34607546,25,36.70973646
0.37782663,0,61.09463315,925.5194701,15.57428328,26,36.75618136
0.372062165,0,61.47517467,883.0722049,14.85837455,27,36.80916674
0.367117742,0,61.82940039,843.5720026,14.19225655,28,36.85849011
0.371340805,0,61.97981504,806.6329715,13.57081533,29,36.87869725
0.370989266,0,62.18057286,772.1254072,12.98955959,30,36.90601098
0.371541403,0,62.20222644,739.7591074,12.44449437,31,36.90772985
0.369721321,0,62.35865702,709.3687494,11.93231225,32,36.92881557
0.368521955,0,62.50296742,680.747048,11.45003151,33,36.94823718
0.368343989,0,62.61586987,653.7350089,10.99504879,34,36.96321048
0.363779309,0,62.68961628,628.2558254,10.56506694,35,36.9726146
0.360450606,0,62.81856618,604.1242888,10.15803366,36,36.99004091
0.356450693,0,62.88080714,581.2590665,9.772191531,37,36.99791283
0.354236657,0,62.88704898,559.5424791,9.405960007,38,36.99779416
0.353484057,0,62.96321957,538.872687,9.057701162,39,37.00777416
0.352198669,0,62.97049424,519.208674,8.726274581,40,37.00789942
0.350371986,0,62.98751158,500.4821775,8.410492351,41,37.00953451
0.348526237,0,63.10800753,482.616886,8.109264613,42,37.02604358
0.348691218,0,63.17657213,514.2908572,8.52649483,43,37.03510828
0.348367518,0,63.37596045,541.5523541,8.936262937,44,37.06314573
0.347373361,0,63.27991176,522.6929893,8.624255981,45,37.04867105
0.350360975,0,63.23142988,534.8647898,8.790948295,46,37.04102929
0.352009618,0,63.22415623,607.8820719,9.867835555,47,37.03934058
0.351461394,0,63.13931024,587.1371621,9.530444165,48,37.02655613
0.351487293,0,63.05428747,567.2266299,9.206714173,49,37.01377288
0.350750254,0,62.96801931,548.1236273,8.895989015,50,37.00083913
0.350977686,0,62.89006736,529.764511,8.597529096,51,36.98911702
0.349548113,0,62.80437256,512.137164,8.310686637,52,36.97632414
0.345994696,0,62.65216279,495.2146719,8.03489837,53,36.95410138
0.342156229,0,62.51359691,478.940927,7.76961972,54,36.93384253
0.338045703,0,62.38549048,463.284036,7.514322084,55,36.91508348
0.334479641,0,62.24983096,448.2074363,7.268541985,56,36.89527672
0.331625161,0,62.14190805,433.679793,7.031817767,57,36.87942343
0.329063886,0,62.06756375,419.6772967,6.803702785,58,36.86836167
0.324794737,0,61.99446582,406.2012744,6.583851148,59,36.85749166
0.322932497,0,61.92428265,393.1821028,6.371852264,60,36.8470563
0.320672576,0,61.88091738,380.6340017,6.167435071,61,36.8404573
0.317751427,0,61.84169312,368.5349835,5.970216381,62,36.83445746
0.316204769,0,61.73635446,356.8487974,5.77992035,63,36.81910261
0.314497601,0,61.72648911,345.5650032,5.596186926,64,36.81732851
0.313966186,0,61.69309363,334.6646977,5.418861168,65,36.81221115
0.31418681,0,61.64474887,324.1309236,5.247626697,66,36.80496495
0.315577374,0,61.57159919,354.3645345,5.658139159,67,36.79420514
0.318175241,0,61.49348648,419.9582857,6.630637896,68,36.78275272
0.320707637,0,61.41521779,483.2031956,7.566916448,69,36.77129524
0.323749246,0,61.41622454,541.697376,8.474976877,70,36.77112761
0.32522472,0,61.38348155,575.1296468,8.971547503,71,36.76616587
0.329156003,0,61.328304,626.5649999,9.830471161,72,36.75802121
0.332447286,0,61.2456646,678.4057922,10.66114072,73,36.74598328
0.335057286,0,61.18059256,730.962985,11.46618858,74,36.73644801
0.334276154,0,61.18384515,794.3849371,12.24438344,75,36.73664675
0.336062758,0,61.12129325,846.0800861,12.99694391,76,36.72748651
0.337447835,0,61.06789987,897.3528116,13.72514081,77,36.719637
0.352057502,0,60.32224254,882.7026835,13.52096852,78,36.61672509
0.356661376,0,59.82752168,865.6883538,13.28599796,79,36.54776262
0.363241071,0,59.72468629,893.1864831,13.99494143,80,36.53282586
0.366429056,0,59.67585848,932.0454266,14.68136488,81,36.52551754
0.369494277,0,59.63181288,966.4722162,15.1722272,82,36.51890737
0.372104394,0,59.62164224,1004.709137,15.82817381,83,36.5171103
