0.53,157.87,80,50.26,130.2,1,27.600
0.67,119.89,81,50.26,131.4,2,27.600
0.91,79.13,81,50.26,131.4,3,27.600
0.84,157.87,81,50.26,75,4,27.600
1,118.41,81,50.26,75,5,27.600
1.18,159.45,81,50.26,52.8,6,27.600
1.25,118.41,81,50.26,52.8,7,27.600
0.82,120.08,92,41.23,75.6,8,27.600
0.75,119.29,100,36.22,75.6,9,27.600
0.59,158.66,101,36.22,78,10,27.600
0.69,118.5,101,35.82,78,11,27.600
0.94,79.53,101,35.82,76.2,12,27.600
0.67,119.29,101,35.82,83.4,13,27.600
0.65,119.29,102,35.41,78,14,27.600
0.77,118.11,101,36.62,80.4,15,27.600
0.56,119.29,111,31.78,81.6,16,27.600
0.52,159.06,121,27.75,79.8,17,27.600
0.59,119.69,121,27.75,73.8,18,27.600
0.58,77.56,121,27.75,130.2,19,27.600
0.46,119.69,121,27.75,131.4,20,27.600
0.39,158.27,121,27.75,131.4,21,27.600
0.64,157.48,121,27.75,54,22,27.600
0.73,119.69,122,27.75,53.4,23,27.600
1.02,78.74,121,27.49,53.4,24,27.600
0.62,119.29,133,27.75,74.4,25,27.600
0.61,120.47,143,22.72,75,26,27.600
0.63,120.87,103,35.05,74.4,27,27.600
0.49,157.5,102,29.99,64,28,28.700
0.58,79.8,101,30.4,64.1,29,28.700
0.48,80.9,101,30.4,111.6,30,28.700
0.34,160.2,102,29.99,111.8,31,28.700
0.34,158.4,122,23.32,111.8,32,28.700
0.51,78.9,122,23.32,111.9,33,28.700
0.42,159.3,122,23.32,63.6,34,28.700
0.57,78.9,122,23.32,63.6,35,28.700
0.66,79,122,23.32,45.1,36,28.700
0.37,119.3,122,23.32,105.3,37,28.700
0.35,158.9,123,23.18,102.3,38,28.700
0.54,78.6,123,23.18,102.2,39,28.700
0.51,119.5,124,23.03,59.8,40,28.700
0.45,158.6,123,23.18,59.8,41,28.700
0.59,78.4,123,23.18,59.6,42,28.700
0.49,118,100,30.82,59.8,43,28.700
0.46,159,101,30.4,59.8,44,28.700
0.68,77.3,101,30.4,59.9,45,28.700
0.4,120,101,30.4,102.1,46,28.700
0.35,158.2,101,30.4,102.9,47,28.700
0.53,78.4,101,30.4,102.2,48,28.700
0.5,117.9,101,30.4,61.1,49,28.700
0.47,117,101,30.4,60.8,50,28.700
0.51,118.4,101,30.4,63.4,51,28.700
0.63,118.2,88,36.78,61.1,52,28.700
0.75,59.3,100,34.34,139.9,53,28.100
1.06,59.3,101,33.87,70.6,54,28.100
0.75,119.1,95,34.82,50.8,55,28.100
1.27,60.5,101,33.87,50.6,56,28.100
0.46,178.4,140,22.49,135.2,57,28.100
0.53,118.4,141,22.31,135.1,58,28.100
0.85,59.5,141,22.31,135.1,59,28.100
1.04,59.1,140,22.49,70.8,60,28.100
0.68,117.9,141,22.31,70.6,61,28.100
0.57,177.7,141,22.31,70.8,62,28.100
0.6,177.3,141,22.31,50.6,63,28.100
0.77,118.6,141,22.31,50.5,64,28.100
1.08,59.5,141,22.31,50.6,65,28.100
0.54,179.5,122,26.4,70.5,66,28.100
0.47,177.7,128,24.9,70.6,67,28.100
0.48,178.2,141,22.31,70.8,68,28.100
1.03,159.45,102,162,131.4,69,19.800
1.31,118.5,102,162,132.6,70,19.800
2.01,79.53,102,162,132.6,71,19.800
1.35,158.66,103,158.4,76.8,72,19.800
1.89,118.5,103,158.4,77.4,73,19.800
2.32,78.864,103,158.4,77.4,74,19.800
1.69,118.5,114,125.9,79.2,75,19.800
1.48,118.9,122,108.9,78.6,76,19.800
1.47,118.5,122,108.9,79.8,77,19.800
1.4,118.11,122,108.9,79.8,78,19.800
1.54,119.68,123,107,91.8,79,19.800
1.46,119.68,123,107,76.8,80,19.800
1.19,159.84,123,107,81.6,81,19.800
2.31,79.53,122,108.9,81.6,82,19.800
0.87,159.84,142,80.8,130.2,83,19.800
1.03,118.9,142,80.8,130.2,84,19.800
1.42,79.13,143,79.8,130.2,85,19.800
1.15,159.05,142,80.8,73.2,86,19.800
1.35,118.9,144,78.8,75.6,87,19.800
1.83,79.13,143,79.8,80.4,88,19.800
1.24,160.24,143,79.8,59.4,89,19.800
1.75,118.9,143,79.8,57,90,19.800
2.24,78.74,143,79.8,57.6,91,19.800
1.43,118.9,131,94.2,78.6,92,19.800
1.4,119.68,122,108.9,78.6,93,19.800
1.61,118.9,111,133.6,77.4,94,19.800
1.29,118.11,106,247,294,95,15.700
1.15,137.795,106,247,294,96,15.700
1.08,157.48,106,247,294,97,15.700
1.68,118.11,106,247,150,98,15.700
1.45,137.795,106,247,150,99,15.700
1.23,157.48,106,247,150,100,15.700
1.98,118.11,106,247,102,101,15.700
1.66,137.795,106,247,102,102,15.700
1.42,157.48,106,247,102,103,15.700
2.24,118.11,106,247,78,104,15.700
1.86,137.795,106,247,78,105,15.700
1.69,157.48,106,247,78,106,15.700
1.18,118.11,122,151.7,294,107,15.700
1.04,137.795,122,151.7,294,108,15.700
0.94,157.48,122,151.7,294,109,15.700
1.5,118.11,122,151.7,150,110,15.700
1.27,137.795,122,151.7,150,111,15.700
1.09,157.48,122,151.7,150,112,15.700
1.75,118.11,122,151.7,102,113,15.700
1.44,137.795,122,151.7,102,114,15.700
1.26,157.48,122,151.7,102,115,15.700
1.97,118.11,122,151.7,78,116,15.700
1.67,137.795,122,151.7,78,117,15.700
1.5,157.48,122,151.7,78,118,15.700
0.96,118.11,142,89.9,294,119,15.700
0.88,137.795,142,89.9,294,120,15.700
0.8,157.48,142,89.9,294,121,15.700
1.11,118.11,142,89.9,150,122,15.700
1.03,137.795,142,89.9,150,123,15.700
0.92,157.48,142,89.9,150,124,15.700
1.28,118.11,142,89.9,102,125,15.700
1.16,137.795,142,89.9,102,126,15.700
1.04,157.48,142,89.9,102,127,15.700
1.46,118.11,142,89.9,78,128,15.700
1.28,137.795,142,89.9,78,129,15.700
1.19,157.48,142,89.9,78,130,15.700
1.65,118.11,142,89.9,60,131,15.700
1.46,137.795,142,89.9,60,132,15.700
1.34,157.48,142,89.9,60,133,15.700
