0.579,0,28.95,2042.31,40,1
0.530150144,0,29.15709131,1940.622493,33.42082423,2
0.39017293,0,29.40956906,2780.781946,36.72077478,3
0.440601947,0,29.26559553,1857.177522,24.53308251,4
0.464858927,0,29.23652009,1393.774895,18.417954,5
0.44594243,0,32.01428132,1115.358026,14.73905895,6
0.434341425,0,37.5003728,929.1929775,12.28059484,7
0.435311736,0,41.72788724,795.7895929,10.52022903,8
0.438735605,0,45.16977499,892.6288089,12.58560226,9
0.447369148,0,47.73323736,1030.489733,15.69393127,10
0.446849066,0,49.75136823,1175.295706,18.21950478,11
0.448839582,0,51.43197257,1283.485415,20.27668455,12
0.490029774,0,52.98643874,1199.970105,22.01414382,13
0.477036587,0,54.40283268,1290.461594,22.9280657,14
0.457844403,0,54.69404216,1193.714143,21.20438178,15
0.441719439,0,55.72991988,1109.463256,19.70447209,16
0.428749444,0,56.62663047,1035.423093,18.38655067,17
0.4231881,0,57.34478486,1117.352786,19.3447305,18
0.420966487,0,57.93586874,1211.398944,20.59815605,19
0.418288729,0,58.49285156,1267.779528,21.34589744,20
0.408566731,0,59.05417981,1197.254508,20.1563772,21
0.40070759,0,59.56546842,1133.131326,19.07500944,22
0.393920654,0,60.05258873,1074.551399,18.08720236,23
0.387514195,0,60.41566973,1020.808867,17.18090453,24
0.382871674,0,60.75812301,971.2897767,16.34607546,25
0.37782663,0,61.09463315,925.5194701,15.57428328,26
0.372062165,0,61.47517467,883.0722049,14.85837455,27
0.367117742,0,61.82940039,843.5720026,14.19225655,28
0.371340805,0,61.97981504,806.6329715,13.57081533,29
0.370989266,0,62.18057286,772.1254072,12.98955959,30
0.371541403,0,62.20222644,739.7591074,12.44449437,31
0.369721321,0,62.35865702,709.3687494,11.93231225,32
0.368521955,0,62.50296742,680.747048,11.45003151,33
0.368343989,0,62.61586987,653.7350089,10.99504879,34
0.363779309,0,62.68961628,628.2558254,10.56506694,35
0.360450606,0,62.81856618,604.1242888,10.15803366,36
0.356450693,0,62.88080714,581.2590665,9.772191531,37
0.354236657,0,62.88704898,559.5424791,9.405960007,38
